# YHDA_VERSION=0.6.0
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=SENS_50_005
# STEP_NAME=Hassasiyet — 50,005 Hz
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
-30,000000;50,000309;50,000000;689,961942;690,000000;57,982932
-29,900000;49,999908;50,000000;689,984244;690,000000;57,978963
-29,800000;49,999809;50,000000;690,041721;690,000000;58,001524
-29,700000;50,000249;50,000000;689,939046;690,000000;58,025459
-29,600000;49,999934;50,000000;689,971438;690,000000;58,033905
-29,500000;50,000003;50,000000;690,043903;690,000000;57,967270
-29,400000;50,000170;50,000000;689,954378;690,000000;57,965014
-29,300000;49,999661;50,000000;689,894522;690,000000;57,982332
-29,200000;50,000047;50,000000;690,025536;690,000000;58,006839
-29,100000;49,999890;50,000000;690,034296;690,000000;57,971656
-29,000000;49,999902;50,000000;689,937946;690,000000;58,019428
-28,900000;50,000520;50,000000;690,076730;690,000000;58,011460
-28,800000;49,999839;50,000000;690,019811;690,000000;58,023773
-28,700000;49,999981;50,000000;690,086396;690,000000;57,986639
-28,600000;49,999743;50,000000;690,099211;690,000000;58,021247
-28,500000;49,999951;50,000000;689,985183;690,000000;57,976782
-28,400000;49,999957;50,000000;690,008685;690,000000;58,016825
-28,300000;50,000134;50,000000;689,965672;690,000000;57,990676
-28,200000;50,000000;50,000000;690,062711;690,000000;57,999639
-28,100000;50,000364;50,000000;689,913882;690,000000;58,007306
-28,000000;50,000063;50,000000;690,029104;690,000000;58,000254
-27,900000;49,999917;50,000000;689,986017;690,000000;58,005154
-27,800000;49,999533;50,000000;690,018809;690,000000;57,971807
-27,700000;50,000019;50,000000;689,923508;690,000000;57,948060
-27,600000;50,000019;50,000000;689,993549;690,000000;57,987540
-27,500000;49,999883;50,000000;689,992927;690,000000;58,032912
-27,400000;49,999772;50,000000;690,030960;690,000000;58,003335
-27,300000;49,999991;50,000000;689,998509;690,000000;58,007957
-27,200000;49,999516;50,000000;690,007844;690,000000;58,001471
-27,100000;50,000129;50,000000;689,942914;690,000000;58,008921
-27,000000;50,000107;50,000000;689,962094;690,000000;57,993954
-26,900000;49,999949;50,000000;690,026749;690,000000;57,996083
-26,800000;50,000315;50,000000;690,007109;690,000000;57,988995
-26,700000;50,000112;50,000000;689,935631;690,000000;58,026920
-26,600000;49,999949;50,000000;690,015166;690,000000;57,988687
-26,500000;50,000074;50,000000;689,951668;690,000000;57,992760
-26,400000;49,999760;50,000000;690,044640;690,000000;57,968671
-26,300000;49,999902;50,000000;690,033400;690,000000;58,003927
-26,200000;49,999906;50,000000;689,987494;690,000000;58,009710
-26,100000;49,999965;50,000000;690,046146;690,000000;57,991510
-26,000000;50,000153;50,000000;689,932865;690,000000;58,002478
-25,900000;49,999924;50,000000;690,100736;690,000000;58,029107
-25,800000;50,000095;50,000000;689,979749;690,000000;57,984263
-25,700000;49,999947;50,000000;689,977551;690,000000;57,999247
-25,600000;50,000034;50,000000;690,024538;690,000000;57,980452
-25,500000;49,999778;50,000000;689,942217;690,000000;58,000787
-25,400000;49,999933;50,000000;690,037284;690,000000;58,019288
-25,300000;50,000162;50,000000;690,092140;690,000000;58,006714
-25,200000;50,000015;50,000000;689,960458;690,000000;57,964820
-25,100000;49,999558;50,000000;689,951636;690,000000;57,980042
-25,000000;49,999930;50,000000;689,968718;690,000000;58,018568
-24,900000;49,999925;50,000000;689,978698;690,000000;58,023406
-24,800000;49,999953;50,000000;690,039827;690,000000;57,995557
-24,700000;49,999922;50,000000;689,980457;690,000000;58,031640
-24,600000;50,000189;50,000000;690,030803;690,000000;57,991121
-24,500000;50,000035;50,000000;689,940714;690,000000;58,007460
-24,400000;50,000106;50,000000;690,025454;690,000000;57,980456
-24,300000;50,000044;50,000000;690,013850;690,000000;57,990748
-24,200000;50,000122;50,000000;689,985740;690,000000;58,001324
-24,100000;50,000004;50,000000;689,960293;690,000000;57,957035
-24,000000;49,999963;50,000000;689,919875;690,000000;57,966092
-23,900000;49,999772;50,000000;690,064257;690,000000;57,993534
-23,800000;50,000061;50,000000;690,054698;690,000000;57,985741
-23,700000;50,000028;50,000000;689,997543;690,000000;57,988344
-23,600000;50,000083;50,000000;690,012303;690,000000;57,998909
-23,500000;50,000013;50,000000;690,030088;690,000000;58,035252
-23,400000;50,000012;50,000000;689,954904;690,000000;58,026280
-23,300000;50,000054;50,000000;689,936046;690,000000;57,969367
-23,200000;49,999871;50,000000;690,017190;690,000000;58,008956
-23,100000;49,999798;50,000000;689,887102;690,000000;58,014321
-23,000000;50,000105;50,000000;689,887094;690,000000;58,005568
-22,900000;49,999977;50,000000;689,871031;690,000000;57,995969
-22,800000;49,999827;50,000000;690,032217;690,000000;57,978406
-22,700000;50,000217;50,000000;690,023515;690,000000;58,013925
-22,600000;50,000333;50,000000;689,987842;690,000000;57,998192
-22,500000;49,999953;50,000000;690,034195;690,000000;57,986753
-22,400000;49,999865;50,000000;689,959590;690,000000;57,998906
-22,300000;50,000250;50,000000;689,978821;690,000000;58,001401
-22,200000;49,999920;50,000000;689,998878;690,000000;57,988979
-22,100000;49,999765;50,000000;689,949019;690,000000;57,985501
-22,000000;50,000080;50,000000;690,049136;690,000000;58,019218
-21,900000;49,999807;50,000000;690,032802;690,000000;57,999979
-21,800000;50,000080;50,000000;689,961713;690,000000;57,998792
-21,700000;50,000367;50,000000;689,950321;690,000000;57,970414
-21,600000;50,000334;50,000000;689,965457;690,000000;58,003858
-21,500000;49,999886;50,000000;689,990702;690,000000;57,981386
-21,400000;50,000187;50,000000;689,993420;690,000000;58,006418
-21,300000;49,999647;50,000000;690,030690;690,000000;57,968725
-21,200000;49,999991;50,000000;689,912584;690,000000;57,990554
-21,100000;50,000220;50,000000;690,064905;690,000000;58,001566
-21,000000;50,000141;50,000000;690,026773;690,000000;58,008620
-20,900000;49,999996;50,000000;690,051712;690,000000;57,970154
-20,800000;50,000263;50,000000;689,987989;690,000000;57,998283
-20,700000;50,000112;50,000000;689,966079;690,000000;57,974104
-20,600000;49,999754;50,000000;690,063664;690,000000;58,001533
-20,500000;49,999900;50,000000;690,070801;690,000000;58,018681
-20,400000;49,999942;50,000000;689,945527;690,000000;58,009125
-20,300000;49,999785;50,000000;689,985364;690,000000;57,993760
-20,200000;50,000183;50,000000;689,931396;690,000000;58,036148
-20,100000;49,999774;50,000000;690,004307;690,000000;57,992799
-20,000000;49,999866;50,000000;690,037022;690,000000;57,951411
-19,900000;50,000032;50,000000;690,043123;690,000000;57,995238
-19,800000;49,999822;50,000000;689,981988;690,000000;58,013562
-19,700000;49,999908;50,000000;690,105452;690,000000;58,021041
-19,600000;50,000135;50,000000;690,023356;690,000000;58,010946
-19,500000;49,999816;50,000000;689,955069;690,000000;57,998965
-19,400000;49,999881;50,000000;690,003829;690,000000;58,022072
-19,300000;49,999857;50,000000;689,999444;690,000000;57,970367
-19,200000;49,999796;50,000000;689,968446;690,000000;58,003840
-19,100000;50,000122;50,000000;689,994229;690,000000;57,989893
-19,000000;49,999897;50,000000;689,950312;690,000000;57,991074
-18,900000;49,999940;50,000000;690,044213;690,000000;58,012304
-18,800000;49,999791;50,000000;690,032207;690,000000;58,013218
-18,700000;50,000050;50,000000;689,977660;690,000000;57,994248
-18,600000;49,999988;50,000000;689,999531;690,000000;57,970866
-18,500000;50,000150;50,000000;690,027229;690,000000;57,998905
-18,400000;49,999986;50,000000;690,009391;690,000000;57,982249
-18,300000;49,999734;50,000000;689,950644;690,000000;58,001914
-18,200000;49,999609;50,000000;689,935345;690,000000;57,973561
-18,100000;50,000093;50,000000;690,011895;690,000000;57,977896
-18,000000;49,999982;50,000000;689,965724;690,000000;58,008770
-17,900000;49,999721;50,000000;690,078303;690,000000;58,008917
-17,800000;49,999819;50,000000;690,006362;690,000000;57,993314
-17,700000;50,000067;50,000000;689,940344;690,000000;58,029775
-17,600000;49,999940;50,000000;690,037154;690,000000;58,012355
-17,500000;49,999951;50,000000;689,913020;690,000000;58,008077
-17,400000;50,000093;50,000000;689,967506;690,000000;58,051413
-17,300000;49,999997;50,000000;690,062138;690,000000;57,978670
-17,200000;49,999745;50,000000;690,015687;690,000000;58,005237
-17,100000;49,999887;50,000000;689,984273;690,000000;57,975530
-17,000000;49,999883;50,000000;690,064626;690,000000;57,994651
-16,900000;50,000085;50,000000;690,036646;690,000000;58,014411
-16,800000;50,000298;50,000000;689,977035;690,000000;58,016869
-16,700000;49,999958;50,000000;690,041340;690,000000;57,996197
-16,600000;49,999933;50,000000;690,006231;690,000000;57,993149
-16,500000;49,999901;50,000000;690,004596;690,000000;57,987011
-16,400000;49,999983;50,000000;689,979973;690,000000;57,998042
-16,300000;50,000015;50,000000;689,979564;690,000000;58,019308
-16,200000;50,000126;50,000000;689,988181;690,000000;58,014074
-16,100000;50,000101;50,000000;690,010383;690,000000;58,013449
-16,000000;49,999979;50,000000;690,091628;690,000000;57,986754
-15,900000;49,999806;50,000000;690,086324;690,000000;58,015628
-15,800000;50,000040;50,000000;689,977718;690,000000;57,952515
-15,700000;50,000157;50,000000;689,973385;690,000000;57,990673
-15,600000;49,999991;50,000000;689,930736;690,000000;57,979879
-15,500000;50,000098;50,000000;689,988117;690,000000;57,979404
-15,400000;50,000284;50,000000;690,128527;690,000000;57,973602
-15,300000;49,999927;50,000000;689,982851;690,000000;58,023259
-15,200000;50,000020;50,000000;689,990921;690,000000;58,017921
-15,100000;50,000169;50,000000;690,054848;690,000000;57,989351
-15,000000;50,000042;50,000000;690,012036;690,000000;57,997369
-14,900000;49,999895;50,000000;690,028843;690,000000;57,979012
-14,800000;50,000361;50,000000;689,992529;690,000000;58,014408
-14,700000;49,999999;50,000000;689,962110;690,000000;58,015574
-14,600000;50,000075;50,000000;689,863416;690,000000;57,980929
-14,500000;49,999770;50,000000;689,976183;690,000000;58,022009
-14,400000;49,999998;50,000000;690,100272;690,000000;58,005219
-14,300000;49,999944;50,000000;689,927630;690,000000;58,010458
-14,200000;50,000070;50,000000;689,949849;690,000000;57,986113
-14,100000;49,999770;50,000000;690,039198;690,000000;57,974857
-14,000000;49,999927;50,000000;689,929175;690,000000;58,024613
-13,900000;50,000074;50,000000;690,052846;690,000000;58,005776
-13,800000;50,000054;50,000000;690,039562;690,000000;58,018142
-13,700000;49,999882;50,000000;690,078553;690,000000;58,021167
-13,600000;50,000116;50,000000;690,038634;690,000000;58,020451
-13,500000;50,000051;50,000000;689,923617;690,000000;58,002512
-13,400000;50,000061;50,000000;690,064707;690,000000;57,965320
-13,300000;50,000071;50,000000;689,988450;690,000000;57,982935
-13,200000;50,000016;50,000000;689,994938;690,000000;58,004697
-13,100000;50,000412;50,000000;689,929300;690,000000;58,015379
-13,000000;50,000070;50,000000;690,076005;690,000000;58,011383
-12,900000;50,000193;50,000000;690,023005;690,000000;57,992116
-12,800000;49,999858;50,000000;690,029507;690,000000;57,980220
-12,700000;49,999856;50,000000;689,935572;690,000000;57,985440
-12,600000;50,000080;50,000000;689,960698;690,000000;58,012969
-12,500000;50,000287;50,000000;689,979585;690,000000;57,966795
-12,400000;50,000032;50,000000;689,959659;690,000000;58,020312
-12,300000;49,999837;50,000000;689,949784;690,000000;58,005698
-12,200000;50,000010;50,000000;690,025921;690,000000;58,024677
-12,100000;49,999975;50,000000;689,894292;690,000000;57,973914
-12,000000;49,999921;50,000000;689,987139;690,000000;58,020640
-11,900000;49,999791;50,000000;690,068441;690,000000;57,960573
-11,800000;49,999881;50,000000;689,911905;690,000000;57,985485
-11,700000;49,999668;50,000000;689,878864;690,000000;58,006748
-11,600000;49,999943;50,000000;689,970698;690,000000;57,986804
-11,500000;49,999721;50,000000;689,954236;690,000000;58,007584
-11,400000;49,999912;50,000000;689,995681;690,000000;58,002721
-11,300000;49,999621;50,000000;690,092535;690,000000;58,004453
-11,200000;49,999738;50,000000;689,950647;690,000000;58,005335
-11,100000;50,000131;50,000000;689,984225;690,000000;58,009564
-11,000000;50,000275;50,000000;689,972850;690,000000;57,986290
-10,900000;49,999924;50,000000;689,923255;690,000000;58,001414
-10,800000;50,000065;50,000000;690,014086;690,000000;57,971358
-10,700000;49,999942;50,000000;689,954086;690,000000;57,973064
-10,600000;49,999762;50,000000;690,044137;690,000000;58,011634
-10,500000;49,999951;50,000000;690,084879;690,000000;57,996510
