# YHDA_VERSION=0.6.1
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=SENS_49_995
# STEP_NAME=Hassasiyet — 49,995 Hz
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
-30,000000;50,000161;50,000000;689,977706;690,000000;57,988769
-29,900000;49,999961;50,000000;689,881173;690,000000;58,000025
-29,800000;49,999743;50,000000;690,071627;690,000000;58,003661
-29,700000;49,999927;50,000000;690,005159;690,000000;58,001037
-29,600000;49,999507;50,000000;689,939402;690,000000;58,009599
-29,500000;50,000056;50,000000;690,000782;690,000000;58,004433
-29,400000;49,999768;50,000000;690,060757;690,000000;58,026002
-29,300000;50,000261;50,000000;690,006938;690,000000;58,003074
-29,200000;49,999995;50,000000;690,079440;690,000000;57,999529
-29,100000;50,000047;50,000000;690,049543;690,000000;57,980045
-29,000000;49,999910;50,000000;689,887258;690,000000;58,000399
-28,900000;50,000153;50,000000;689,983071;690,000000;58,001942
-28,800000;50,000076;50,000000;689,995964;690,000000;57,993674
-28,700000;50,000005;50,000000;689,967407;690,000000;58,024707
-28,600000;50,000126;50,000000;690,048460;690,000000;57,976985
-28,500000;50,000055;50,000000;690,044844;690,000000;58,018376
-28,400000;50,000119;50,000000;689,959472;690,000000;57,972347
-28,300000;50,000172;50,000000;690,024197;690,000000;57,992556
-28,200000;49,999992;50,000000;690,033520;690,000000;58,025122
-28,100000;50,000237;50,000000;690,071865;690,000000;58,021439
-28,000000;50,000104;50,000000;690,080845;690,000000;58,069479
-27,900000;49,999872;50,000000;690,023284;690,000000;58,025445
-27,800000;50,000071;50,000000;689,999311;690,000000;58,010672
-27,700000;50,000126;50,000000;689,985036;690,000000;57,950885
-27,600000;49,999920;50,000000;690,046332;690,000000;57,970982
-27,500000;49,999982;50,000000;690,063508;690,000000;57,962036
-27,400000;49,999832;50,000000;690,013394;690,000000;57,993550
-27,300000;50,000210;50,000000;690,053927;690,000000;58,028391
-27,200000;50,000080;50,000000;689,951638;690,000000;58,029980
-27,100000;49,999786;50,000000;690,037667;690,000000;57,987153
-27,000000;49,999766;50,000000;689,957662;690,000000;58,036205
-26,900000;50,000184;50,000000;690,006128;690,000000;57,997131
-26,800000;49,999890;50,000000;690,006064;690,000000;58,026321
-26,700000;50,000041;50,000000;689,948504;690,000000;57,982959
-26,600000;49,999952;50,000000;689,960579;690,000000;57,994856
-26,500000;50,000037;50,000000;689,997483;690,000000;58,011095
-26,400000;49,999989;50,000000;689,982310;690,000000;57,973503
-26,300000;50,000583;50,000000;689,967046;690,000000;57,988729
-26,200000;49,999870;50,000000;690,053942;690,000000;58,008097
-26,100000;49,999813;50,000000;689,954176;690,000000;58,017594
-26,000000;49,999615;50,000000;689,931492;690,000000;58,032904
-25,900000;49,999785;50,000000;690,124963;690,000000;58,009892
-25,800000;50,000006;50,000000;690,069501;690,000000;57,977189
-25,700000;49,999796;50,000000;690,052203;690,000000;58,007321
-25,600000;50,000101;50,000000;690,015171;690,000000;57,972902
-25,500000;49,999765;50,000000;689,940117;690,000000;57,966528
-25,400000;50,000048;50,000000;689,948086;690,000000;57,994676
-25,300000;49,999978;50,000000;690,007412;690,000000;57,960846
-25,200000;49,999804;50,000000;690,029178;690,000000;58,011569
-25,100000;49,999916;50,000000;689,978503;690,000000;57,965687
-25,000000;49,999878;50,000000;690,063186;690,000000;57,995041
-24,900000;49,999744;50,000000;689,990004;690,000000;58,023497
-24,800000;49,999910;50,000000;690,004739;690,000000;58,000560
-24,700000;50,000150;50,000000;690,069499;690,000000;58,005362
-24,600000;49,999915;50,000000;689,978391;690,000000;58,020620
-24,500000;49,999947;50,000000;690,019579;690,000000;58,044900
-24,400000;50,000033;50,000000;689,986418;690,000000;58,008641
-24,300000;50,000118;50,000000;689,932382;690,000000;57,997835
-24,200000;50,000255;50,000000;689,991926;690,000000;58,030249
-24,100000;49,999653;50,000000;690,025518;690,000000;58,008007
-24,000000;50,000369;50,000000;690,020963;690,000000;58,045611
-23,900000;50,000140;50,000000;690,054218;690,000000;58,023848
-23,800000;49,999924;50,000000;690,004539;690,000000;58,018039
-23,700000;49,999810;50,000000;690,027996;690,000000;57,972809
-23,600000;49,999960;50,000000;690,069959;690,000000;57,979616
-23,500000;49,999723;50,000000;689,928129;690,000000;57,964372
