# YHDA_VERSION=0.6.0
# TEST_SERVICE=PFK
# PLANT_TYPE=DGKCS
# STEP_ID=SENS_49_990
# STEP_NAME=Hassasiyet — 49,990 Hz
# TESIS_ADI=YHDA Örnek DGKÇS
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=800.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=800.0
# UNIT_PNOM_MW=800.0
# RPMAX_MW=50.0
# RPMIN_MW=40.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=690.0
# PSET_MIN_MW=230.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;fuel_valve_pct
-30,000000;50,000016;50,000000;689,959226;690,000000;57,957907
-29,900000;49,999940;50,000000;690,002702;690,000000;58,010351
-29,800000;49,999694;50,000000;690,036054;690,000000;58,023682
-29,700000;50,000155;50,000000;690,039429;690,000000;57,982249
-29,600000;50,000347;50,000000;689,999524;690,000000;57,960122
-29,500000;49,999733;50,000000;690,048469;690,000000;58,010731
-29,400000;49,999665;50,000000;690,022446;690,000000;58,021688
-29,300000;49,999842;50,000000;689,931454;690,000000;58,009355
-29,200000;50,000061;50,000000;689,987559;690,000000;57,986936
-29,100000;49,999553;50,000000;690,018698;690,000000;58,012433
-29,000000;49,999915;50,000000;690,039795;690,000000;58,005055
-28,900000;49,999586;50,000000;689,947650;690,000000;57,967639
-28,800000;50,000030;50,000000;689,949314;690,000000;58,057763
-28,700000;50,000026;50,000000;690,056243;690,000000;57,997617
-28,600000;49,999747;50,000000;689,917039;690,000000;58,031811
-28,500000;49,999830;50,000000;689,999216;690,000000;57,989656
-28,400000;49,999838;50,000000;689,983215;690,000000;58,043159
-28,300000;50,000223;50,000000;690,004366;690,000000;57,982458
-28,200000;49,999605;50,000000;689,943511;690,000000;57,995051
-28,100000;50,000318;50,000000;690,047143;690,000000;58,010499
-28,000000;50,000158;50,000000;689,994564;690,000000;58,001844
-27,900000;50,000062;50,000000;689,955329;690,000000;57,976605
-27,800000;50,000136;50,000000;690,085818;690,000000;57,971884
-27,700000;50,000104;50,000000;689,936999;690,000000;57,987335
-27,600000;50,000280;50,000000;690,023237;690,000000;58,021355
-27,500000;50,000217;50,000000;689,939659;690,000000;57,987251
-27,400000;50,000155;50,000000;690,076241;690,000000;58,017850
-27,300000;49,999808;50,000000;689,978426;690,000000;58,027018
-27,200000;49,999881;50,000000;690,024703;690,000000;57,996895
-27,100000;50,000185;50,000000;690,037857;690,000000;57,999173
-27,000000;50,000023;50,000000;690,052233;690,000000;57,989635
-26,900000;50,000068;50,000000;689,917275;690,000000;58,017641
-26,800000;50,000331;50,000000;690,003542;690,000000;58,006764
-26,700000;49,999987;50,000000;689,987173;690,000000;58,010527
-26,600000;50,000078;50,000000;690,117988;690,000000;57,990145
-26,500000;49,999987;50,000000;689,946898;690,000000;57,975306
-26,400000;50,000235;50,000000;689,951795;690,000000;57,980096
