# YHDA_VERSION=0.6.1
# TEST_SERVICE=PFK
# PLANT_TYPE=EDUEDT
# STEP_ID=BESS_SENS_POS20
# STEP_NAME=Hassasiyet — +20 mHz
# TESIS_ADI=YHDA Örnek EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=100.0
# UNIT_PNOM_MW=100.0
# RPMAX_MW=20.0
# RPMIN_MW=5.0
# DROOP_PERCENT=4
# DEADBAND_MHZ=10
# PSET_MAX_MW=20.0
# PSET_MIN_MW=-20.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=70
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;stored_energy_mwh;soc_pct;dc_power_mw
-20,000000;50,000246;50;9,980361;10;69,999723;34,999861;10,135422
-19,900000;50,000078;50;10,039199;10;69,999444;34,999722;10,184387
-19,800000;49,999783;50;10,026439;10;69,999165;34,999583;10,151467
-19,700000;50,000394;50;10,008528;10;69,998887;34,999444;10,105602
-19,600000;49,999935;50;9,997824;10;69,998610;34,999305;10,150596
-19,500000;49,999945;50;10,019288;10;69,998331;34,999166;10,103825
-19,400000;49,999991;50;10,014491;10;69,998053;34,999027;10,149406
-19,300000;49,999921;50;9,996515;10;69,997775;34,998888;10,119585
-19,200000;50,000297;50;10,006195;10;69,997498;34,998749;10,131548
-19,100000;50,000114;50;9,969749;10;69,997221;34,998610;10,146777
-19,000000;49,999811;50;9,996945;10;69,996943;34,998471;10,111577
-18,900000;49,999745;50;10,032453;10;69,996664;34,998332;10,173275
-18,800000;49,999879;50;9,967583;10;69,996387;34,998194;10,094683
-18,700000;49,999803;50;10,031918;10;69,996109;34,998054;10,133225
-18,600000;50,000222;50;10,006331;10;69,995831;34,997915;10,076122
-18,500000;49,999959;50;9,991985;10;69,995553;34,997777;10,103973
-18,400000;49,999903;50;9,962171;10;69,995276;34,997638;10,059171
-18,300000;50,000103;50;9,996269;10;69,994999;34,997499;10,089488
-18,200000;49,999926;50;10,023968;10;69,994720;34,997360;10,137304
-18,100000;50,000223;50;10,002176;10;69,994442;34,997221;10,133655
-18,000000;49,999867;50;9,963374;10;69,994166;34,997083;10,101374
