# YHDA_VERSION=0.5
# TEST_SERVICE=RGDH
# PLANT_TYPE=EDUEDT
# STEP_ID=VCTRL_MINUS1
# STEP_NAME=Gerilim kontrolcüsü — -%1 basamak değişimi
# TESIS_ADI=YHDA Örnek Depolamalı GES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=60
# AUX_SOURCE_PNOM_MW=100
# ONLINE_TOTAL_MW=160
# MAX_ACCESSIBLE_POWER_MW=90
# Q_REQUIRED_OE_MVAR=40
# Q_REQUIRED_UE_MVAR=-40
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# TOTAL_UNIT_COUNT=2
# ONLINE_UNIT_COUNT=2
time_s;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar;soc_pct;stored_energy_mwh
-20,000000;153,994785;154,000000;80,016163;0,027907;30;0,006977;50,016163;0,020930;65;130
-19,900000;153,980958;154,000000;80,013834;0,021629;30;0,005407;50,013834;0,016222;65;130
-19,800000;153,996297;154,000000;80,013293;0,042404;30;0,010601;50,013293;0,031803;65;130
-19,700000;154,004133;154,000000;79,994256;0,033704;30;0,008426;49,994256;0,025278;65;130
-19,600000;153,996855;154,000000;80,041735;0,000590;30;0,000147;50,041735;0,000442;65;130
-19,500000;153,994542;154,000000;79,983455;-0,015425;30;-0,003856;49,983455;-0,011569;65;130
-19,400000;154,005859;154,000000;80,030008;-0,018412;30;-0,004603;50,030008;-0,013809;65;130
-19,300000;154,013034;154,000000;79,994288;-0,014275;30;-0,003569;49,994288;-0,010707;65;130
-19,200000;153,999467;154,000000;80,027121;-0,055766;30;-0,013942;50,027121;-0,041825;65;130
-19,100000;153,983360;154,000000;80,037148;-0,037783;30;-0,009446;50,037148;-0,028337;65;130
-19,000000;153,986018;154,000000;80,008604;-0,013976;30;-0,003494;50,008604;-0,010482;65;130
-18,900000;154,006887;154,000000;80,047936;-0,025976;30;-0,006494;50,047936;-0,019482;65;130
-18,800000;154,004947;154,000000;79,986313;0,016007;30;0,004002;49,986313;0,012006;65;130
-18,700000;154,022382;154,000000;80,013660;0,083493;30;0,020873;50,013660;0,062620;65;130
-18,600000;153,985698;154,000000;79,988321;0,024301;30;0,006075;49,988321;0,018226;65;130
-18,500000;153,990010;154,000000;80,004589;-0,025028;30;-0,006257;50,004589;-0,018771;65;130
