# YHDA_VERSION=0.6.1
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=SENS_50_010
# STEP_NAME=Hassasiyet — 50,010 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
-30,000000;50,000167;50,000000;516,042393;516,000000;50,996360;165,030304;538,068253
-29,900000;50,000254;50,000000;515,994854;516,000000;51,014608;164,981678;537,987884
-29,800000;49,999957;50,000000;515,983425;516,000000;51,008957;165,008312;538,032970
-29,700000;50,000365;50,000000;516,024544;516,000000;51,036915;164,976565;537,919471
-29,600000;49,999905;50,000000;515,924423;516,000000;51,017989;165,014050;538,009722
-29,500000;50,000118;50,000000;515,954156;516,000000;51,001995;164,981729;538,042617
-29,400000;49,999706;50,000000;515,989589;516,000000;50,960644;165,057160;538,024249
-29,300000;49,999852;50,000000;515,977469;516,000000;51,019740;165,039777;537,996549
-29,200000;49,999841;50,000000;516,007286;516,000000;50,993767;165,023617;538,050495
-29,100000;49,999699;50,000000;516,042089;516,000000;50,974115;164,987355;538,009724
-29,000000;50,000254;50,000000;515,952747;516,000000;51,037455;164,985396;538,011490
-28,900000;49,999639;50,000000;516,013763;516,000000;51,022612;165,031335;538,025340
-28,800000;49,999932;50,000000;515,976909;516,000000;51,017672;165,049162;538,009106
-28,700000;50,000061;50,000000;515,958321;516,000000;50,972830;165,015837;538,022824
-28,600000;49,999852;50,000000;516,085118;516,000000;51,016611;164,992631;537,935153
-28,500000;50,000037;50,000000;516,036588;516,000000;50,999298;164,967598;537,944283
-28,400000;49,999820;50,000000;515,992541;516,000000;50,966272;164,954305;537,979714
-28,300000;50,000093;50,000000;516,011527;516,000000;51,011936;164,996145;538,005332
-28,200000;50,000030;50,000000;516,073678;516,000000;51,012789;164,962732;537,968934
-28,100000;49,999980;50,000000;516,017573;516,000000;51,026252;165,006215;538,003118
-28,000000;50,000062;50,000000;515,967624;516,000000;51,001454;165,001395;538,011245
-27,900000;49,999830;50,000000;515,994391;516,000000;50,999371;164,957926;538,007373
-27,800000;49,999799;50,000000;515,911537;516,000000;50,983894;165,017882;537,970981
-27,700000;49,999708;50,000000;516,004017;516,000000;50,975857;164,999526;538,061855
-27,600000;49,999928;50,000000;515,991621;516,000000;50,996829;165,055674;537,989756
-27,500000;49,999989;50,000000;516,074597;516,000000;50,986161;164,958311;537,944911
-27,400000;49,999794;50,000000;516,043559;516,000000;50,982686;165,018424;538,035330
-27,300000;49,999966;50,000000;515,983081;516,000000;50,981358;165,008228;538,012895
-27,200000;49,999727;50,000000;515,984732;516,000000;50,986170;165,004860;538,043062
