# YHDA_VERSION=0.5
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=RES_MAX_NEG200
# STEP_NAME=Maksimum çıkış gücü — Δf = -200 mHz / 49,8 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
-20,000000;49,997120;50,000000;515,936376;516,000000;50,988666;164,814548;537,783284
-19,900000;49,997261;50,000000;515,926211;516,000000;51,074490;164,893700;537,847602
-19,800000;49,997241;50,000000;516,021289;516,000000;51,008279;164,769699;537,983813
-19,700000;49,997757;50,000000;516,034236;516,000000;51,006727;164,914064;537,801134
-19,600000;49,997379;50,000000;515,949684;516,000000;51,017129;164,808751;537,889286
-19,500000;49,997839;50,000000;516,140520;516,000000;51,039868;164,885332;537,840008
-19,400000;49,996760;50,000000;515,925140;516,000000;50,968801;164,864992;537,820879
-19,300000;49,997595;50,000000;516,081215;516,000000;51,069094;164,764665;537,820850
-19,200000;49,997143;50,000000;515,839473;516,000000;50,955865;164,760268;537,931394
-19,100000;49,997407;50,000000;515,872794;516,000000;50,979198;164,757885;537,778506
-19,000000;49,997166;50,000000;516,045946;516,000000;50,926517;164,813368;537,805122
-18,900000;49,997302;50,000000;516,041637;516,000000;51,041449;164,838600;537,950614
-18,800000;49,997464;50,000000;516,083721;516,000000;51,013215;164,861747;537,899202
-18,700000;49,997369;50,000000;516,075357;516,000000;51,012860;164,813271;537,820963
-18,600000;49,997334;50,000000;516,057598;516,000000;50,932361;164,899409;537,769006
-18,500000;49,997172;50,000000;515,876190;516,000000;51,009571;164,865190;537,856816
-18,400000;49,997621;50,000000;515,872707;516,000000;50,987369;164,823847;537,900005
-18,300000;49,998059;50,000000;515,966585;516,000000;51,014059;164,810502;537,770509
-18,200000;49,997529;50,000000;516,229960;516,000000;51,037192;164,829519;537,848623
-18,100000;49,997501;50,000000;515,948311;516,000000;51,000468;164,830751;537,834375
-18,000000;49,997507;50,000000;516,033473;516,000000;51,047175;164,872623;537,883908
-17,900000;49,997446;50,000000;516,011313;516,000000;51,006286;164,829487;537,844431
-17,800000;49,997330;50,000000;516,115448;516,000000;50,993108;164,879126;537,750806
-17,700000;49,997977;50,000000;516,001419;516,000000;50,971668;164,818959;537,811305
-17,600000;49,997844;50,000000;515,971623;516,000000;51,007290;164,781490;537,955840
-17,500000;49,997611;50,000000;515,917823;516,000000;51,038200;164,869010;537,789955
-17,400000;49,997891;50,000000;516,019902;516,000000;50,976898;164,816935;537,873814
-17,300000;49,997404;50,000000;516,013726;516,000000;51,013395;164,894767;537,862021
-17,200000;49,997330;50,000000;515,932966;516,000000;51,070695;164,832940;537,878660
-17,100000;49,997642;50,000000;515,981658;516,000000;51,061947;164,806020;537,895769
-17,000000;49,997684;50,000000;516,123931;516,000000;51,023703;164,824339;537,924797
-16,900000;49,996886;50,000000;516,158783;516,000000;51,010982;164,850846;537,843968
-16,800000;49,997776;50,000000;515,981171;516,000000;51,013791;164,807010;537,827869
-16,700000;49,997826;50,000000;515,953160;516,000000;50,960633;164,861000;537,904566
-16,600000;49,997729;50,000000;516,068401;516,000000;50,967018;164,800912;537,795861
-16,500000;49,997810;50,000000;515,965085;516,000000;50,976274;164,898653;537,791536
-16,400000;49,997761;50,000000;515,915956;516,000000;51,034962;164,832771;537,914314
-16,300000;49,997656;50,000000;515,947757;516,000000;51,073789;164,882787;537,897523
-16,200000;49,997959;50,000000;515,917721;516,000000;50,951973;164,879079;537,980604
-16,100000;49,997553;50,000000;516,089940;516,000000;51,009780;164,857982;537,893152
-16,000000;49,998074;50,000000;516,047253;516,000000;51,020785;164,844352;537,820596
-15,900000;49,997512;50,000000;516,100704;516,000000;50,992965;164,868337;537,777673
-15,800000;49,997952;50,000000;516,092964;516,000000;51,091343;164,833910;537,880917
-15,700000;49,997896;50,000000;515,987261;516,000000;51,065940;164,902663;537,823582
-15,600000;49,997649;50,000000;515,951477;516,000000;51,007429;164,812281;537,865318
-15,500000;49,998055;50,000000;515,887261;516,000000;51,040401;164,881664;537,872847
-15,400000;49,997965;50,000000;516,117997;516,000000;50,965216;164,838258;537,850383
-15,300000;49,997889;50,000000;516,084112;516,000000;51,083979;164,868269;537,913517
-15,200000;49,997894;50,000000;516,039073;516,000000;50,978158;164,846855;537,866067
-15,100000;49,997577;50,000000;516,011145;516,000000;51,035907;164,885479;537,844916
-15,000000;49,997686;50,000000;516,086116;516,000000;50,980932;164,904053;537,896915
-14,900000;49,997802;50,000000;516,084300;516,000000;50,956457;164,871189;537,853770
-14,800000;49,998439;50,000000;516,016544;516,000000;51,019537;164,912677;537,816115
-14,700000;49,998087;50,000000;516,067312;516,000000;51,034641;164,851973;537,842663
-14,600000;49,997657;50,000000;515,869259;516,000000;51,031873;164,849154;537,881650
-14,500000;49,998132;50,000000;516,193995;516,000000;50,963217;164,885590;537,842109
-14,400000;49,997815;50,000000;515,861438;516,000000;51,002458;164,907843;537,939960
-14,300000;49,998557;50,000000;515,956495;516,000000;51,017688;164,862232;537,854786
-14,200000;49,998060;50,000000;516,035414;516,000000;51,012163;164,850593;537,966707
-14,100000;49,998365;50,000000;515,901998;516,000000;50,991276;164,901795;537,809903
-14,000000;49,997762;50,000000;515,909018;516,000000;50,976325;164,919081;538,026759
-13,900000;49,998270;50,000000;516,065037;516,000000;51,007454;164,908791;537,895776
-13,800000;49,998301;50,000000;515,937032;516,000000;51,042675;164,900149;537,799621
-13,700000;49,998218;50,000000;515,994694;516,000000;50,969792;164,918317;537,888355
-13,600000;49,998037;50,000000;516,072331;516,000000;50,980474;164,898151;538,003905
-13,500000;49,998009;50,000000;516,255081;516,000000;50,904227;164,833964;537,819154
-13,400000;49,998129;50,000000;516,273723;516,000000;50,990008;164,907119;537,798845
-13,300000;49,997791;50,000000;515,925220;516,000000;50,938909;164,891503;537,834257
-13,200000;49,998546;50,000000;516,108921;516,000000;50,944395;164,813778;537,847674
-13,100000;49,997892;50,000000;515,956664;516,000000;51,078203;164,884810;537,878543
-13,000000;49,998215;50,000000;516,063436;516,000000;51,028675;164,865052;537,857496
-12,900000;49,998271;50,000000;515,916976;516,000000;51,026188;164,917413;537,930716
-12,800000;49,998063;50,000000;516,123189;516,000000;50,959640;164,903551;537,941912
-12,700000;49,998382;50,000000;516,101661;516,000000;51,008053;164,891864;537,926136
-12,600000;49,997935;50,000000;516,019500;516,000000;51,005340;164,875111;537,887580
-12,500000;49,998242;50,000000;515,771897;516,000000;50,983746;164,875820;537,863291
-12,400000;49,998498;50,000000;515,818783;516,000000;50,956401;164,808533;537,884635
-12,300000;49,997986;50,000000;516,024651;516,000000;50,949172;164,925705;537,819992
-12,200000;49,998300;50,000000;516,116755;516,000000;50,996846;164,874957;537,893541
-12,100000;49,998144;50,000000;515,871445;516,000000;51,015194;164,896872;537,859529
-12,000000;49,998653;50,000000;516,096794;516,000000;50,917546;164,900101;537,770624
-11,900000;49,998271;50,000000;515,927441;516,000000;51,002562;164,858219;537,951849
-11,800000;49,998222;50,000000;516,110756;516,000000;51,062374;164,881176;537,915319
-11,700000;49,998382;50,000000;516,022848;516,000000;50,999851;164,954991;537,958850
-11,600000;49,998213;50,000000;516,039637;516,000000;51,018251;164,815959;537,926854
-11,500000;49,998407;50,000000;516,023203;516,000000;51,005200;164,818866;537,898966
-11,400000;49,998427;50,000000;515,968162;516,000000;51,024372;164,935526;537,891372
-11,300000;49,998530;50,000000;515,950853;516,000000;50,982238;164,819632;537,937914
-11,200000;49,998438;50,000000;516,128183;516,000000;50,982099;164,818567;537,932393
-11,100000;49,998298;50,000000;515,912404;516,000000;50,983803;164,896748;537,938065
-11,000000;49,998632;50,000000;516,025497;516,000000;51,051659;164,881904;537,931373
-10,900000;49,998603;50,000000;515,977795;516,000000;51,020536;164,933179;537,830606
-10,800000;49,997690;50,000000;516,104146;516,000000;51,009894;164,955676;537,894446
-10,700000;49,998987;50,000000;516,103404;516,000000;51,033550;164,931000;537,911173
-10,600000;49,998211;50,000000;515,931907;516,000000;51,000575;164,945330;537,883834
-10,500000;49,998465;50,000000;516,007376;516,000000;50,921383;164,875767;537,924124
-10,400000;49,998667;50,000000;516,012661;516,000000;51,036413;164,921756;537,974815
-10,300000;49,998389;50,000000;516,100231;516,000000;51,017427;164,829785;537,875462
-10,200000;49,998456;50,000000;515,990998;516,000000;51,031665;164,883728;537,868251
-10,100000;49,999030;50,000000;516,013885;516,000000;51,060524;164,906533;537,842576
-10,000000;49,998659;50,000000;516,014483;516,000000;51,013702;164,917990;537,899150
-9,900000;49,998880;50,000000;515,974839;516,000000;51,006665;164,958270;537,804911
-9,800000;49,998424;50,000000;516,036987;516,000000;51,016501;164,890454;537,932058
-9,700000;49,998657;50,000000;516,030243;516,000000;51,035767;164,891063;537,909020
-9,600000;49,998626;50,000000;516,064369;516,000000;51,022294;164,857766;537,915780
-9,500000;49,998899;50,000000;515,861974;516,000000;51,064679;164,922280;537,930838
-9,400000;49,998980;50,000000;515,932250;516,000000;50,955631;164,892455;537,975920
-9,300000;49,998582;50,000000;515,962386;516,000000;51,065714;164,901317;537,942578
-9,200000;49,998402;50,000000;516,117341;516,000000;51,038633;164,893495;537,979308
-9,100000;49,998579;50,000000;515,840697;516,000000;50,975947;164,844048;537,898284
-9,000000;49,998906;50,000000;516,184410;516,000000;51,005923;164,896281;537,973585
-8,900000;49,999088;50,000000;515,986781;516,000000;50,988679;164,920753;538,038213
-8,800000;49,998837;50,000000;516,012186;516,000000;50,956545;164,905394;537,905946
-8,700000;49,998846;50,000000;515,835854;516,000000;51,001963;164,917402;537,925756
-8,600000;49,998923;50,000000;516,094667;516,000000;51,028046;164,868716;537,897192
-8,500000;49,999013;50,000000;516,086002;516,000000;51,053143;164,882295;537,919525
-8,400000;49,998913;50,000000;515,962210;516,000000;51,014001;164,829752;537,830853
-8,300000;49,999067;50,000000;516,006450;516,000000;50,965464;164,933458;537,924042
-8,200000;49,999015;50,000000;515,892333;516,000000;51,033929;164,943120;537,958966
-8,100000;49,998989;50,000000;516,144232;516,000000;51,035835;164,904816;537,935881
