# YHDA_VERSION=0.6.0
# TEST_SERVICE=PFK
# PLANT_TYPE=TES
# STEP_ID=SENS_49_995
# STEP_NAME=Hassasiyet — 49,995 Hz
# TESIS_ADI=YHDA Örnek TES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=600.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=600.0
# UNIT_PNOM_MW=600.0
# RPMAX_MW=36.0
# RPMIN_MW=30.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=516.0
# PSET_MIN_MW=190.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;regulator_valve_pct;steam_pressure_bar;steam_temperature_c
-30,000000;49,999815;50,000000;515,935940;516,000000;50,999660;165,025975;537,976307
-29,900000;49,999679;50,000000;515,947133;516,000000;50,968981;164,978600;538,036239
-29,800000;50,000188;50,000000;515,961369;516,000000;51,009891;164,993828;538,056134
-29,700000;49,999947;50,000000;516,041784;516,000000;50,985378;165,002337;537,991860
-29,600000;49,999894;50,000000;515,983276;516,000000;51,018631;165,036387;538,079974
-29,500000;50,000140;50,000000;515,981768;516,000000;51,022414;165,029610;537,975744
-29,400000;50,000033;50,000000;515,911681;516,000000;51,005597;164,998290;537,988226
-29,300000;49,999959;50,000000;516,083772;516,000000;50,981807;164,967100;538,026574
-29,200000;49,999815;50,000000;515,995834;516,000000;51,024086;165,000168;537,922976
-29,100000;49,999816;50,000000;515,975095;516,000000;51,010474;164,957965;537,998349
-29,000000;49,999791;50,000000;516,026325;516,000000;50,988309;165,014306;538,005460
-28,900000;50,000290;50,000000;515,903323;516,000000;50,998593;165,035815;537,976359
-28,800000;50,000123;50,000000;515,975342;516,000000;51,009369;164,988745;537,988272
-28,700000;50,000055;50,000000;515,970472;516,000000;50,993139;165,004546;537,945879
-28,600000;50,000031;50,000000;516,033593;516,000000;51,031066;164,983835;538,065929
-28,500000;50,000102;50,000000;516,003467;516,000000;51,011060;164,971879;537,985964
-28,400000;49,999996;50,000000;515,984497;516,000000;50,991888;165,002831;537,968722
-28,300000;50,000244;50,000000;515,958217;516,000000;51,016401;165,019224;538,041396
-28,200000;49,999823;50,000000;515,989997;516,000000;50,994277;165,022772;538,010376
-28,100000;49,999700;50,000000;516,067509;516,000000;50,993397;164,956048;538,025753
-28,000000;49,999881;50,000000;516,044733;516,000000;50,989350;165,052945;537,958745
-27,900000;50,000248;50,000000;515,961990;516,000000;50,978631;165,015465;537,955221
-27,800000;50,000040;50,000000;516,035055;516,000000;50,983659;164,975188;537,978369
-27,700000;50,000122;50,000000;515,919707;516,000000;51,001089;164,998695;538,019498
-27,600000;50,000223;50,000000;516,078220;516,000000;50,995974;165,017165;537,990400
-27,500000;49,999802;50,000000;516,022476;516,000000;51,012120;165,025930;538,073145
-27,400000;49,999625;50,000000;516,070293;516,000000;50,996613;165,014225;537,935421
-27,300000;50,000062;50,000000;516,006474;516,000000;51,023621;164,974045;537,982470
-27,200000;50,000240;50,000000;516,028687;516,000000;50,982743;164,998853;538,028151
-27,100000;49,999931;50,000000;516,000801;516,000000;50,992080;165,048313;538,024807
-27,000000;49,999702;50,000000;516,019910;516,000000;51,000285;164,973003;537,974257
-26,900000;49,999919;50,000000;515,996741;516,000000;51,016081;165,020976;537,949305
-26,800000;49,999915;50,000000;515,976043;516,000000;51,037119;165,013421;538,014138
-26,700000;50,000088;50,000000;516,024466;516,000000;51,016371;165,038795;537,972358
-26,600000;49,999877;50,000000;515,962495;516,000000;51,001812;164,997375;537,998634
-26,500000;50,000025;50,000000;516,001688;516,000000;51,031082;164,983200;537,952782
-26,400000;50,000490;50,000000;516,023035;516,000000;50,998124;165,031458;538,030500
-26,300000;49,999693;50,000000;515,938275;516,000000;50,993968;164,958943;538,018405
-26,200000;50,000033;50,000000;515,996923;516,000000;51,036842;164,986079;538,070995
-26,100000;50,000129;50,000000;515,985672;516,000000;50,994745;165,024226;537,986205
-26,000000;49,999935;50,000000;516,051923;516,000000;50,987049;164,987103;538,013882
-25,900000;49,999828;50,000000;516,058307;516,000000;50,994880;164,988652;538,001414
-25,800000;49,999894;50,000000;515,959162;516,000000;50,993669;165,005635;537,985992
-25,700000;49,999790;50,000000;515,961177;516,000000;50,983937;164,992256;537,983148
-25,600000;49,999927;50,000000;515,986724;516,000000;51,014037;164,999621;538,034738
-25,500000;49,999693;50,000000;515,887187;516,000000;51,006760;165,040228;538,045735
-25,400000;49,999796;50,000000;515,966450;516,000000;50,972838;164,989436;538,005104
-25,300000;49,999909;50,000000;516,029343;516,000000;51,014191;164,995189;537,975541
-25,200000;49,999912;50,000000;515,981299;516,000000;51,007411;164,981311;537,991285
-25,100000;50,000017;50,000000;516,022948;516,000000;51,022500;165,053277;537,986694
-25,000000;50,000371;50,000000;515,955300;516,000000;50,994124;165,044428;537,965717
-24,900000;49,999757;50,000000;515,956251;516,000000;50,995297;165,003305;538,042171
-24,800000;50,000037;50,000000;515,949097;516,000000;51,032007;165,026163;537,953352
-24,700000;49,999890;50,000000;516,031443;516,000000;50,971211;164,990928;537,990688
-24,600000;50,000158;50,000000;515,986748;516,000000;51,007634;164,997220;537,987686
-24,500000;49,999911;50,000000;515,874177;516,000000;51,002681;165,018288;538,010851
-24,400000;49,999870;50,000000;516,002519;516,000000;51,004541;165,039390;538,038273
-24,300000;49,999827;50,000000;515,974507;516,000000;51,004510;164,993147;538,008952
-24,200000;50,000025;50,000000;515,981744;516,000000;51,018338;164,991253;537,961816
-24,100000;49,999682;50,000000;516,027762;516,000000;51,010252;164,987600;538,034039
-24,000000;50,000127;50,000000;515,999639;516,000000;51,014126;165,036914;537,960349
-23,900000;50,000110;50,000000;516,022265;516,000000;51,005621;165,011178;537,949936
-23,800000;49,999876;50,000000;515,980195;516,000000;51,002956;164,983673;537,994192
