# YHDA_VERSION=0.6.1
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=SENS_49_990
# STEP_NAME=Hassasiyet — 49,990 Hz
# TESIS_ADI=YHDA Örnek HES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=500.0
# UNIT_PNOM_MW=500.0
# RPMAX_MW=25.0
# RPMIN_MW=25.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=460.0
# PSET_MIN_MW=140.0
# UNIT_NOMINAL_SPEED_RPM=150
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;guide_vane_pct
-30,000000;49,999961;50,000000;459,972474;460,000000;55,025363
-29,900000;50,000326;50,000000;459,974707;460,000000;54,987212
-29,800000;49,999985;50,000000;460,023001;460,000000;55,001172
-29,700000;49,999664;50,000000;460,017224;460,000000;54,995348
-29,600000;49,999776;50,000000;459,924269;460,000000;55,002814
-29,500000;50,000188;50,000000;460,042470;460,000000;55,003872
-29,400000;50,000125;50,000000;459,980101;460,000000;55,011605
-29,300000;49,999946;50,000000;459,988408;460,000000;55,022345
-29,200000;50,000001;50,000000;459,985729;460,000000;55,030701
-29,100000;50,000154;50,000000;460,015396;460,000000;55,007544
-29,000000;49,999775;50,000000;460,000514;460,000000;54,986346
-28,900000;50,000179;50,000000;460,060382;460,000000;55,019635
-28,800000;50,000273;50,000000;459,967316;460,000000;55,014499
-28,700000;50,000066;50,000000;460,016363;460,000000;54,980956
-28,600000;49,999899;50,000000;460,034084;460,000000;54,992346
-28,500000;49,999850;50,000000;460,025237;460,000000;55,022522
-28,400000;49,999872;50,000000;460,023549;460,000000;55,027969
-28,300000;49,999927;50,000000;460,019953;460,000000;54,989813
-28,200000;50,000051;50,000000;460,043139;460,000000;54,954552
-28,100000;50,000171;50,000000;459,945292;460,000000;54,985320
-28,000000;49,999954;50,000000;459,985183;460,000000;55,021638
-27,900000;49,999996;50,000000;460,026219;460,000000;55,018438
-27,800000;49,999899;50,000000;459,993319;460,000000;54,980223
-27,700000;50,000035;50,000000;459,985143;460,000000;54,966001
-27,600000;50,000034;50,000000;460,007948;460,000000;54,997952
-27,500000;50,000233;50,000000;459,975911;460,000000;55,022556
-27,400000;50,000405;50,000000;459,981496;460,000000;54,981454
-27,300000;50,000140;50,000000;459,933101;460,000000;55,020170
-27,200000;50,000412;50,000000;460,041504;460,000000;54,953448
-27,100000;49,999967;50,000000;459,982892;460,000000;55,001996
-27,000000;49,999805;50,000000;459,995218;460,000000;54,984364
-26,900000;49,999768;50,000000;460,006653;460,000000;54,987034
-26,800000;49,999870;50,000000;460,010604;460,000000;55,013301
-26,700000;50,000226;50,000000;459,956756;460,000000;55,012916
-26,600000;49,999980;50,000000;459,987695;460,000000;54,988192
-26,500000;50,000349;50,000000;459,979923;460,000000;54,992444
-26,400000;50,000091;50,000000;459,984614;460,000000;54,994695
-26,300000;50,000089;50,000000;460,036810;460,000000;54,989789
-26,200000;50,000093;50,000000;460,003975;460,000000;55,016515
-26,100000;50,000076;50,000000;459,993944;460,000000;54,955447
