# YHDA_VERSION=0.6.1
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=RES_MAX_NEG200
# STEP_NAME=Maksimum çıkış gücü — Δf = -200 mHz / 49,8 Hz
# TESIS_ADI=YHDA Örnek HES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=500.0
# UNIT_PNOM_MW=500.0
# RPMAX_MW=25.0
# RPMIN_MW=25.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=460.0
# PSET_MIN_MW=140.0
# UNIT_NOMINAL_SPEED_RPM=150
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;guide_vane_pct
-20,000000;49,997234;50,000000;460,100916;460,000000;55,055792
-19,900000;49,997501;50,000000;460,105770;460,000000;54,998133
-19,800000;49,997035;50,000000;460,127471;460,000000;55,024537
-19,700000;49,997269;50,000000;460,033121;460,000000;54,928625
-19,600000;49,997042;50,000000;459,987070;460,000000;54,997447
-19,500000;49,997187;50,000000;460,005793;460,000000;55,022188
-19,400000;49,997440;50,000000;460,234474;460,000000;54,984763
-19,300000;49,997848;50,000000;460,026913;460,000000;55,034334
-19,200000;49,997971;50,000000;459,985312;460,000000;55,005409
-19,100000;49,997739;50,000000;459,892445;460,000000;55,013360
-19,000000;49,997140;50,000000;460,058926;460,000000;55,016794
-18,900000;49,997462;50,000000;460,102404;460,000000;54,937158
-18,800000;49,997341;50,000000;460,023846;460,000000;55,076042
-18,700000;49,998091;50,000000;459,961162;460,000000;54,981791
-18,600000;49,997462;50,000000;460,125665;460,000000;55,014817
-18,500000;49,997714;50,000000;459,987730;460,000000;54,972878
-18,400000;49,997401;50,000000;459,911025;460,000000;55,021311
-18,300000;49,997696;50,000000;459,913591;460,000000;55,050787
-18,200000;49,997602;50,000000;460,031623;460,000000;54,981986
-18,100000;49,997306;50,000000;459,885325;460,000000;55,012197
-18,000000;49,997673;50,000000;460,120964;460,000000;54,972757
-17,900000;49,997891;50,000000;459,917761;460,000000;55,009364
-17,800000;49,997733;50,000000;460,075200;460,000000;55,000571
-17,700000;49,997942;50,000000;459,950097;460,000000;54,978011
-17,600000;49,997233;50,000000;459,976590;460,000000;55,053807
-17,500000;49,997985;50,000000;459,932224;460,000000;55,019723
-17,400000;49,997463;50,000000;459,967359;460,000000;54,947542
-17,300000;49,997522;50,000000;459,835847;460,000000;55,011527
-17,200000;49,997671;50,000000;460,038737;460,000000;54,919068
-17,100000;49,997795;50,000000;460,010703;460,000000;54,878135
-17,000000;49,997407;50,000000;459,983716;460,000000;55,031262
-16,900000;49,997867;50,000000;460,095480;460,000000;55,064801
-16,800000;49,997966;50,000000;460,020337;460,000000;54,998585
-16,700000;49,997809;50,000000;460,026421;460,000000;55,052216
-16,600000;49,997976;50,000000;460,002739;460,000000;54,979468
-16,500000;49,997328;50,000000;460,044240;460,000000;54,956176
-16,400000;49,997739;50,000000;459,990813;460,000000;55,013160
-16,300000;49,997703;50,000000;460,170665;460,000000;54,999995
-16,200000;49,997386;50,000000;460,078439;460,000000;54,946527
-16,100000;49,997659;50,000000;460,172176;460,000000;55,023882
-16,000000;49,997615;50,000000;459,968083;460,000000;54,987751
-15,900000;49,998123;50,000000;459,878173;460,000000;55,024674
-15,800000;49,997862;50,000000;460,113335;460,000000;54,956257
-15,700000;49,997948;50,000000;459,993841;460,000000;55,033365
-15,600000;49,997801;50,000000;460,062230;460,000000;55,071776
-15,500000;49,997900;50,000000;459,962141;460,000000;55,016481
-15,400000;49,997946;50,000000;460,151364;460,000000;55,023875
-15,300000;49,997726;50,000000;459,931477;460,000000;54,985106
-15,200000;49,997711;50,000000;460,036118;460,000000;54,952794
-15,100000;49,998451;50,000000;460,115949;460,000000;54,949281
-15,000000;49,998013;50,000000;460,059934;460,000000;55,017800
-14,900000;49,998175;50,000000;460,128156;460,000000;55,039909
-14,800000;49,997721;50,000000;459,902212;460,000000;55,021641
-14,700000;49,997851;50,000000;460,039129;460,000000;55,052882
-14,600000;49,998200;50,000000;459,982099;460,000000;54,951477
-14,500000;49,998151;50,000000;459,856133;460,000000;54,989969
-14,400000;49,997932;50,000000;460,051698;460,000000;55,043985
-14,300000;49,997682;50,000000;459,851071;460,000000;55,024898
-14,200000;49,998080;50,000000;459,880183;460,000000;54,982390
-14,100000;49,998266;50,000000;459,964269;460,000000;54,967764
-14,000000;49,997769;50,000000;460,053421;460,000000;55,008486
-13,900000;49,997779;50,000000;459,983324;460,000000;54,960800
-13,800000;49,997714;50,000000;459,894069;460,000000;55,022494
-13,700000;49,998147;50,000000;459,893481;460,000000;55,000393
-13,600000;49,998022;50,000000;460,073802;460,000000;55,020423
-13,500000;49,998065;50,000000;460,036261;460,000000;54,998841
-13,400000;49,998397;50,000000;460,096496;460,000000;55,061805
-13,300000;49,997559;50,000000;460,002606;460,000000;55,003843
-13,200000;49,998345;50,000000;459,914288;460,000000;55,054282
-13,100000;49,998326;50,000000;459,950503;460,000000;55,010366
-13,000000;49,998066;50,000000;460,004219;460,000000;55,051798
-12,900000;49,998046;50,000000;459,979512;460,000000;54,932035
-12,800000;49,998098;50,000000;460,008451;460,000000;55,032738
-12,700000;49,998483;50,000000;459,999462;460,000000;55,000671
-12,600000;49,998226;50,000000;460,087154;460,000000;55,012157
-12,500000;49,997832;50,000000;460,069265;460,000000;54,945167
-12,400000;49,998607;50,000000;459,921888;460,000000;54,955571
-12,300000;49,998037;50,000000;459,972021;460,000000;55,021369
-12,200000;49,998186;50,000000;460,035462;460,000000;54,975420
-12,100000;49,998287;50,000000;459,883138;460,000000;54,987335
-12,000000;49,998195;50,000000;459,867607;460,000000;54,980995
