# YHDA_VERSION=0.6.0
# TEST_SERVICE=PFK
# PLANT_TYPE=HES
# STEP_ID=RES_MIN_NEG200
# STEP_NAME=Minimum çıkış gücü — Δf = -200 mHz / 49,8 Hz
# TESIS_ADI=YHDA Örnek HES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=500.0
# UNIT_PNOM_MW=500.0
# RPMAX_MW=25.0
# RPMIN_MW=25.0
# DROOP_PERCENT=6
# DEADBAND_MHZ=0
# PSET_MAX_MW=460.0
# PSET_MIN_MW=140.0
# UNIT_NOMINAL_SPEED_RPM=150
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
time_s;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;guide_vane_pct
-20,000000;49,997537;50,000000;139,984317;140,000000;55,011882
-19,900000;49,997353;50,000000;139,869902;140,000000;54,971526
-19,800000;49,997103;50,000000;140,012602;140,000000;54,981889
-19,700000;49,997744;50,000000;139,938963;140,000000;54,969710
-19,600000;49,997123;50,000000;140,048797;140,000000;55,000413
-19,500000;49,997193;50,000000;139,876598;140,000000;55,034971
-19,400000;49,997263;50,000000;139,945960;140,000000;54,996072
-19,300000;49,997168;50,000000;140,199465;140,000000;55,021165
-19,200000;49,997486;50,000000;140,107064;140,000000;54,983421
-19,100000;49,997187;50,000000;139,967594;140,000000;54,996322
-19,000000;49,997686;50,000000;140,079247;140,000000;55,058845
-18,900000;49,996924;50,000000;139,882119;140,000000;55,118124
-18,800000;49,997276;50,000000;139,956776;140,000000;55,030842
-18,700000;49,997400;50,000000;140,017614;140,000000;55,023310
-18,600000;49,997346;50,000000;140,169890;140,000000;54,987074
-18,500000;49,997421;50,000000;140,070736;140,000000;55,034492
-18,400000;49,997634;50,000000;140,056651;140,000000;54,923079
-18,300000;49,997690;50,000000;140,036615;140,000000;54,957475
-18,200000;49,997652;50,000000;139,959502;140,000000;54,984608
-18,100000;49,997345;50,000000;140,041627;140,000000;54,964341
-18,000000;49,997145;50,000000;139,998333;140,000000;54,984806
-17,900000;49,997667;50,000000;139,891889;140,000000;55,053272
-17,800000;49,997525;50,000000;139,886330;140,000000;54,981580
-17,700000;49,997575;50,000000;140,036549;140,000000;55,073026
-17,600000;49,997614;50,000000;139,999655;140,000000;55,018381
-17,500000;49,997258;50,000000;140,007243;140,000000;54,990648
-17,400000;49,997540;50,000000;139,910560;140,000000;55,022993
-17,300000;49,997136;50,000000;139,937744;140,000000;54,920440
-17,200000;49,997788;50,000000;140,129943;140,000000;54,975951
-17,100000;49,997858;50,000000;140,016643;140,000000;55,081643
-17,000000;49,997384;50,000000;140,006868;140,000000;55,054666
-16,900000;49,997751;50,000000;140,149679;140,000000;55,016931
-16,800000;49,997885;50,000000;139,915397;140,000000;55,020109
-16,700000;49,997949;50,000000;139,994168;140,000000;55,017357
-16,600000;49,997608;50,000000;140,032930;140,000000;55,017981
-16,500000;49,998268;50,000000;139,949391;140,000000;55,004869
-16,400000;49,997623;50,000000;139,903184;140,000000;54,929320
-16,300000;49,997625;50,000000;139,975614;140,000000;54,981980
-16,200000;49,997856;50,000000;140,064805;140,000000;54,964137
-16,100000;49,997632;50,000000;139,955018;140,000000;54,974882
-16,000000;49,997511;50,000000;140,040546;140,000000;55,007404
-15,900000;49,997542;50,000000;140,113360;140,000000;54,960078
-15,800000;49,997681;50,000000;140,011816;140,000000;55,060392
-15,700000;49,998154;50,000000;139,924341;140,000000;55,038421
-15,600000;49,997494;50,000000;140,071332;140,000000;55,038184
-15,500000;49,998420;50,000000;139,995908;140,000000;55,019887
