# YHDA_VERSION=0.6.0
# TEST_SERVICE=SFHM
# PLANT_TYPE=KONV
# STEP_ID=LFSM_U_49_6
# STEP_NAME=Sınırlı frekans hassasiyet modu — düşük frekans / 49,6 Hz
# TESIS_ADI=YHDA Örnek Konvansiyonel SFHM
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=500.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=30
# DROOP_PERCENT=4
time_s;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw
-20,000000;50,000210;275,032910;275,000000;30
-19,900000;50,000059;275,015898;275,000000;30
-19,800000;50,000010;275,000209;275,000000;30
-19,700000;49,999963;274,965848;275,000000;30
-19,600000;50,000792;274,827418;275,000000;30
-19,500000;49,999856;275,095694;275,000000;30
-19,400000;49,999664;274,935191;275,000000;30
-19,300000;50,000050;275,082716;275,000000;30
-19,200000;50,000132;275,005157;275,000000;30
-19,100000;49,999414;274,993847;275,000000;30
-19,000000;50,000390;275,055644;275,000000;30
-18,900000;49,999717;274,891670;275,000000;30
-18,800000;49,999937;274,963290;275,000000;30
-18,700000;50,000287;275,070515;275,000000;30
-18,600000;49,999986;275,029266;275,000000;30
-18,500000;50,000047;274,990961;275,000000;30
-18,400000;50,000030;274,982296;275,000000;30
-18,300000;50,000050;274,929171;275,000000;30
-18,200000;49,999828;275,058957;275,000000;30
-18,100000;49,999964;275,050456;275,000000;30
-18,000000;50,000453;274,959836;275,000000;30
-17,900000;49,999947;275,065618;275,000000;30
-17,800000;50,000395;275,046267;275,000000;30
-17,700000;49,999776;274,990444;275,000000;30
-17,600000;49,999652;275,072910;275,000000;30
-17,500000;49,999997;275,081469;275,000000;30
-17,400000;50,000112;275,023793;275,000000;30
-17,300000;49,999684;275,014696;275,000000;30
-17,200000;49,999580;274,993313;275,000000;30
-17,100000;49,999936;275,027296;275,000000;30
-17,000000;50,000035;274,960248;275,000000;30
-16,900000;50,000113;275,001676;275,000000;30
-16,800000;49,999980;275,016157;275,000000;30
-16,700000;50,000468;275,018058;275,000000;30
-16,600000;49,999867;274,941281;275,000000;30
-16,500000;49,999829;275,047010;275,000000;30
-16,400000;49,999668;274,999894;275,000000;30
-16,300000;49,999711;274,992522;275,000000;30
-16,200000;50,000725;274,996004;275,000000;30
-16,100000;50,000057;275,055914;275,000000;30
-16,000000;49,999714;275,055755;275,000000;30
-15,900000;50,000063;274,957796;275,000000;30
-15,800000;50,000021;275,002036;275,000000;30
-15,700000;49,999752;274,976670;275,000000;30
-15,600000;49,999724;274,964294;275,000000;30
-15,500000;49,999872;275,026446;275,000000;30
-15,400000;49,999677;274,962452;275,000000;30
-15,300000;49,999329;275,073337;275,000000;30
-15,200000;50,000345;275,027301;275,000000;30
-15,100000;50,000219;274,943798;275,000000;30
-15,000000;50,000732;274,992765;275,000000;30
-14,900000;49,999564;275,063480;275,000000;30
-14,800000;49,999874;275,049995;275,000000;30
-14,700000;49,999910;274,889400;275,000000;30
-14,600000;49,999877;274,889804;275,000000;30
-14,500000;49,999953;275,005197;275,000000;30
-14,400000;49,999950;274,992043;275,000000;30
-14,300000;49,999360;275,021727;275,000000;30
-14,200000;50,000516;274,999169;275,000000;30
-14,100000;49,999710;275,007928;275,000000;30
-14,000000;50,000072;275,064239;275,000000;30
-13,900000;49,999976;274,973012;275,000000;30
-13,800000;49,999539;274,948606;275,000000;30
-13,700000;50,000110;275,031654;275,000000;30
-13,600000;49,999908;274,936654;275,000000;30
-13,500000;49,999763;274,991478;275,000000;30
-13,400000;50,000613;275,033633;275,000000;30
-13,300000;50,000133;274,964188;275,000000;30
-13,200000;50,000103;274,961192;275,000000;30
-13,100000;50,000125;275,002456;275,000000;30
-13,000000;49,999632;274,968878;275,000000;30
-12,900000;50,000084;275,035759;275,000000;30
-12,800000;50,000133;274,965962;275,000000;30
-12,700000;50,000252;274,980151;275,000000;30
-12,600000;50,000287;275,101149;275,000000;30
-12,500000;50,000151;274,986654;275,000000;30
-12,400000;50,000802;275,058053;275,000000;30
-12,300000;49,999498;274,970813;275,000000;30
-12,200000;50,000237;275,007361;275,000000;30
-12,100000;50,000161;275,052384;275,000000;30
-12,000000;49,999329;275,081799;275,000000;30
-11,900000;50,000431;274,931834;275,000000;30
-11,800000;49,999741;275,094268;275,000000;30
-11,700000;50,000271;274,967781;275,000000;30
-11,600000;49,999632;275,061548;275,000000;30
-11,500000;50,000448;275,000748;275,000000;30
-11,400000;50,000004;274,967967;275,000000;30
-11,300000;49,999424;274,987133;275,000000;30
-11,200000;49,999727;274,962442;275,000000;30
-11,100000;50,000321;275,039358;275,000000;30
-11,000000;49,999912;274,972973;275,000000;30
-10,900000;49,999599;275,039236;275,000000;30
-10,800000;50,000108;274,929875;275,000000;30
-10,700000;50,000038;274,994019;275,000000;30
-10,600000;49,999661;275,031197;275,000000;30
-10,500000;50,000202;274,906438;275,000000;30
-10,400000;50,000295;275,083402;275,000000;30
-10,300000;49,999875;275,011387;275,000000;30
-10,200000;49,999624;275,061005;275,000000;30
